FEATURE1,FEATURE2,FEATURE3,FEATURE4,FEATURE5,FEATURE6,FEATURE7,FEATURE8,FEATURE9,FEATURE10,FEATURE11,FEATURE12,FEATURE13,FEATURE14,FEATURE15,FEATURE16,FEATURE17,FEATURE18,FEATURE19,FEATURE20,FEATURE21,FEATURE22,FEATURE23,FEATURE24,FEATURE25,FEATURE26,FEATURE27,FEATURE28
1,44,24,0,0,0,1,0,0,2,0,18,263,0,0,0,0,1,0,0,0,60,600,1,0,1,0,1
2,59,27,0,0,0,0,0,0,1,0,21,368,1,0,0,0,0,0,0,0,70,500,2,0,1,1,0
1,60,28,0,0,0,1,0,0,2,0,18,260,0,0,0,0,0,0,0,0,90,600,2,0,1,0,1
2,48,25,0,0,0,0,1,1,1,0,21,373,1,1,1,0,1,0,0,0,90,1000,2,0,0,1,0
1,61,24,0,0,0,0,0,0,2,0,16,208,0,0,0,0,0,0,0,0,80,800,1,0,0,0,1
1,50,27,0,0,0,0,0,0,1,0,12,104,0,0,0,0,1,1,0,0,110,1500,2,0,1,1,0
1,42,23,1,0,0,0,1,1,2,0,15,179,0,0,0,0,0,1,0,0,50,800,1,0,1,0,1
1,36,23,0,0,0,0,2,1,1,0,16,202,0,0,0,0,0,0,0,0,50,500,1,0,1,1,0
1,61,27,0,0,0,0,0,0,2,0,21,376,0,0,0,1,0,0,0,0,50,500,1,0,0,0,1
2,36,29,0,0,0,0,0,0,1,0,21,374,0,1,1,0,0,0,0,1,50,800,2,1,0,1,0
1,51,21,1,0,0,1,0,0,2,0,21,380,0,0,0,0,0,0,0,0,40,900,2,0,0,0,1
1,36,28,0,0,0,0,0,0,1,0,13,129,0,0,0,0,0,0,0,0,60,500,1,0,1,1,0
2,50,22,0,0,0,0,0,0,2,0,17,234,0,0,0,0,0,0,0,0,80,700,1,0,0,0,1
1,49,25,0,0,0,0,0,0,1,0,21,373,0,1,1,0,0,0,0,0,60,600,2,0,1,1,0
1,50,24,0,0,0,1,0,0,2,0,14,145,0,0,0,0,0,0,0,0,50,700,2,1,0,0,1
2,64,24,0,0,0,0,0,0,1,0,13,130,0,1,0,0,0,0,0,0,80,1500,2,0,0,1,0
1,38,28,0,0,0,0,0,0,3,1,15,174,0,0,0,0,1,0,1,0,110,1000,2,1,0,1,1
1,60,27,0,0,0,0,2,1,1,0,21,384,0,0,0,0,0,0,0,0,40,700,1,0,1,1,0
2,58,23,0,0,0,0,0,0,2,0,15,169,1,0,0,0,0,1,0,0,90,700,1,0,0,0,1
1,68,22,0,0,0,0,1,1,1,0,21,384,0,0,0,0,0,0,0,0,100,900,2,0,0,1,0
1,71,25,0,0,0,1,0,0,2,0,21,387,0,0,0,1,0,0,0,0,90,800,2,0,0,0,1
2,38,26,0,0,0,0,0,0,1,0,21,372,0,0,0,0,0,0,0,0,100,900,2,1,1,1,0
1,52,22,0,0,0,0,0,0,2,0,17,229,0,0,0,0,0,0,0,0,80,900,2,1,0,0,1
1,61,25,0,0,0,0,0,0,1,0,14,144,0,0,0,0,1,0,0,0,30,1500,2,0,0,1,0
1,65,28,1,0,0,0,0,0,2,0,14,153,1,0,0,0,0,0,0,0,50,1000,2,1,1,0,1
1,50,22,0,0,0,1,0,0,1,0,19,283,0,1,1,0,0,0,0,0,100,900,2,0,0,1,0
2,32,22,0,0,0,0,2,1,2,0,22,400,0,0,0,0,0,1,0,0,70,900,1,0,1,0,1
1,55,26,0,1,0,1,1,1,1,0,13,122,1,1,1,0,0,1,0,0,100,500,1,0,0,1,0
1,60,24,0,0,0,0,0,0,2,0,21,369,0,0,0,0,0,0,0,0,90,800,1,0,0,0,1
1,62,25,0,0,0,0,0,0,1,0,15,170,1,0,0,0,0,0,0,1,120,900,2,0,1,1,0
1,39,22,0,0,0,0,2,1,2,0,18,260,1,0,0,1,0,0,0,0,80,800,1,0,1,0,1
2,38,28,0,1,0,0,0,0,2,0,14,143,0,0,0,0,0,0,0,0,100,900,2,1,0,0,1
2,49,23,0,0,0,0,0,0,2,0,13,139,0,1,1,0,0,0,0,1,120,1000,2,0,1,0,1
1,45,21,0,0,0,1,0,0,1,0,18,259,0,0,0,0,0,0,0,1,60,1000,2,0,0,1,0
1,60,26,0,0,0,0,0,0,2,0,15,185,0,0,0,0,0,0,0,0,80,900,1,0,0,0,1
1,59,24,0,0,0,0,0,0,3,1,16,207,0,0,0,0,1,0,1,0,90,900,2,0,0,1,1
2,55,28,0,0,0,1,0,0,2,0,22,402,1,0,1,1,0,0,0,0,40,1200,2,0,1,0,1
1,36,23,0,0,0,1,0,0,1,0,18,253,0,0,0,1,0,0,0,0,100,900,1,1,0,1,0
2,54,29,0,0,0,0,0,0,2,0,19,287,0,0,0,0,0,0,0,1,50,500,2,0,0,0,1
1,53,27,0,0,0,1,0,0,1,0,18,262,0,0,0,0,0,0,0,1,50,600,2,0,1,1,0
1,47,28,0,1,0,0,0,0,2,0,20,353,0,0,0,0,1,0,0,0,50,600,1,1,0,0,1
2,36,22,1,0,0,1,0,0,1,0,18,250,0,0,0,1,0,0,0,0,80,650,2,0,0,1,0
1,37,29,1,0,0,1,0,0,2,0,13,141,1,0,0,0,1,0,0,0,50,550,2,0,1,0,1
1,59,28,0,0,0,0,0,0,1,0,14,162,0,0,0,0,0,0,0,0,80,750,2,0,0,1,0
1,38,25,1,0,0,0,0,0,1,0,12,116,0,0,0,0,0,0,0,0,80,650,1,0,1,1,0
1,55,26,0,0,0,1,1,1,2,0,17,223,0,1,1,0,1,0,0,1,40,1050,2,0,0,0,1
2,58,27,0,0,0,0,0,0,1,0,12,106,0,0,0,0,0,0,0,0,40,550,2,0,0,1,0
2,48,26,0,0,0,0,0,0,2,0,19,280,0,0,0,0,0,0,0,0,100,550,1,0,0,0,1
1,61,27,0,0,1,0,0,0,1,0,13,126,0,0,0,0,0,0,0,0,50,1700,2,0,0,1,0
1,62,23,0,0,0,0,0,0,2,0,17,235,0,0,0,0,0,0,0,0,80,950,2,0,0,0,1
1,48,23,0,0,0,1,0,0,1,0,22,409,0,0,0,0,0,0,0,0,80,1150,2,0,0,1,0
1,63,25,0,0,0,0,0,0,2,0,14,151,0,0,0,0,0,0,0,0,40,550,2,0,1,0,1
2,58,27,0,0,0,1,0,0,1,0,21,378,0,0,0,0,0,0,0,0,90,1200,2,0,0,1,0
1,26,26,0,0,0,0,0,0,2,0,16,205,0,1,1,0,0,1,0,0,60,650,2,0,0,0,1
1,19,30,0,0,0,0,0,0,1,0,20,354,0,0,0,0,0,1,0,0,40,750,2,0,0,1,0
1,62,26,0,0,0,1,1,1,1,0,18,248,0,0,0,0,0,0,0,0,110,750,1,0,0,1,0
2,60,21,0,0,0,0,0,0,1,0,15,186,0,1,1,1,0,1,0,0,90,1050,2,1,0,1,0
1,41,22,0,0,1,1,1,1,2,0,20,341,0,0,0,0,0,1,0,0,80,750,2,0,1,0,1
2,63,24,1,0,0,1,0,0,1,0,21,382,1,0,0,0,0,0,0,0,60,850,2,0,0,1,0
1,39,21,0,0,0,0,0,0,2,0,22,421,0,0,0,0,1,0,0,0,90,750,1,0,1,0,1
2,48,29,0,0,0,1,0,0,1,0,20,339,0,0,0,0,0,0,0,0,70,850,2,0,0,1,0
1,65,22,1,0,0,0,0,0,2,0,15,167,0,0,0,0,0,0,0,0,80,950,2,0,1,0,1
1,56,26,0,0,0,0,1,1,1,0,18,244,0,1,1,0,0,0,0,0,80,1150,2,0,0,1,0
1,41,26,0,0,0,1,0,0,2,0,19,275,0,0,0,0,0,1,0,0,60,1050,2,0,1,0,1
1,44,25,0,0,0,0,0,0,1,0,18,249,0,0,0,0,1,1,0,0,50,550,1,0,0,1,0
2,47,25,0,0,0,0,0,0,2,0,17,228,0,0,0,1,0,0,0,0,80,1500,2,0,0,0,1
2,44,22,0,0,0,0,0,0,3,1,13,135,0,0,0,0,1,0,0,0,25,950,2,0,0,1,1
1,50,28,0,0,0,0,0,0,3,1,18,261,0,1,1,0,0,0,1,0,120,550,1,0,1,1,1
1,65,23,0,0,0,1,1,1,1,0,12,104,0,0,0,0,0,0,0,0,40,1250,2,1,0,1,0
2,61,26,0,0,0,1,0,0,2,0,18,249,0,0,0,0,1,0,0,0,110,950,2,0,0,0,1
2,62,23,0,1,0,0,0,0,1,0,16,207,0,0,0,0,0,0,0,0,50,1150,1,0,0,1,0
2,64,30,0,0,0,1,1,1,2,0,12,113,0,0,0,0,0,0,0,0,70,1500,2,0,0,0,1
1,54,24,0,0,0,0,0,0,1,0,13,129,0,0,0,1,0,0,0,1,25,950,2,1,0,1,0
2,55,24,0,0,1,1,0,0,2,0,21,366,0,0,0,0,0,0,0,1,60,950,2,0,1,0,1
1,57,26,0,0,0,1,0,0,2,0,20,344,1,0,0,1,0,0,0,0,70,650,1,0,0,0,1
1,50,29,0,0,0,1,0,0,2,0,20,351,1,0,0,0,0,0,0,1,90,550,2,0,0,0,1
2,27,22,1,0,0,1,0,0,1,0,13,130,0,0,0,1,0,0,0,0,40,1050,2,0,0,1,0
1,32,27,0,0,0,0,0,0,3,1,17,229,1,0,0,0,1,0,1,0,100,1200,2,0,0,1,1
1,65,28,0,0,0,0,0,0,1,0,14,155,0,0,0,1,0,0,0,0,80,900,2,0,0,1,0
2,59,27,0,0,0,0,0,0,3,1,18,262,0,0,0,0,1,0,0,0,60,950,2,0,0,1,1
1,48,28,0,0,0,1,0,0,1,0,13,137,0,0,0,0,0,0,0,0,80,850,2,0,0,1,0
1,39,29,0,0,0,0,0,0,1,0,19,282,0,0,0,0,0,0,0,1,25,650,2,1,1,1,0
1,66,25,0,0,0,0,0,0,2,0,15,168,0,0,0,0,0,0,0,0,60,950,2,0,0,0,1
2,50,27,0,0,0,1,0,0,1,0,19,285,0,0,0,0,1,0,0,0,60,1500,1,0,0,1,0
2,34,27,0,1,1,0,0,0,2,0,13,139,1,1,1,0,0,0,0,0,90,550,2,0,1,0,1
1,63,25,1,0,0,1,0,0,1,0,18,248,0,0,0,0,1,0,0,0,70,650,2,0,0,1,0
1,36,28,0,0,0,1,0,0,2,0,20,362,0,0,0,0,0,0,0,0,40,550,1,0,1,0,1
1,50,27,0,0,0,0,0,0,1,0,19,276,0,0,0,1,0,0,0,0,70,550,2,0,0,1,0
